수집된 시간,상품명,가격,시간,지역 정보
2025-01-03 00:59:37,룰루레몬 레깅스 뱀피 특별가 판매 재고정리합니다!!!!,"32,000",AD,지역정보 없음
2025-01-03 00:59:37,"룰루레몬 레깅스 25인치 그래파이트 블루 사이즈10, 12 최저가 판매","32,000",AD,지역정보 없음
2025-01-03 00:59:37,화이트 롱스커트,"7,000",2초 전,지역정보 없음
2025-01-03 00:59:38,콜롬비아 걍량패딩,"28,000",7초 전,인천광역시 부평구 부평2동
2025-01-03 00:59:38,블랙 롱스커트,"7,000",7초 전,지역정보 없음
2025-01-03 00:59:38,무료배송/정품)새상품 폴로 여성용 꽈배기 라운드 케이블 니트,"69,800",AD,경기도 안산시 상록구 이동
2025-01-03 00:59:38,아크테릭스 롱패딩 브라운 여성용 S,"225,000",AD,지역정보 없음
2025-01-03 00:59:38,로우클래식 밴딩포인트덕다운자켓,"199,000",8초 전,지역정보 없음
2025-01-03 00:59:38,아디다스 제니 크롭패딩,"120,000",8초 전,지역정보 없음
2025-01-03 00:59:38,오브제 원피스,"65,000",8초 전,지역정보 없음
2025-01-03 00:59:38,더라이 데님스커트 화이트s,"65,000",8초 전,지역정보 없음
2025-01-03 00:59:38,룰루레몬 레깅스 재고정리 합니다,"61,000",AD,지역정보 없음
2025-01-03 00:59:39,게스패딩,"80,000",12초 전,지역정보 없음
2025-01-03 00:59:39,빈티지 블라우스,"15,000",13초 전,지역정보 없음
2025-01-03 00:59:39,리바이스 실버탭 루즈핏 흑청,"73,000",13초 전,인천광역시 부평구 부평2동
2025-01-03 00:59:39,아디다스 슈퍼스타 다운패딩,"100,000",13초 전,지역정보 없음
2025-01-03 00:59:39,무료배송/정품)새상품 폴로 꽈배기 가디건 니트 여성용 케이블,"72,800",AD,경기도 안산시 상록구 이동
2025-01-03 00:59:39,보헤미안 서울 데님치마,"60,000",16초 전,지역정보 없음
2025-01-03 00:59:39,보헤미안 서울 트위드자켓,"100,000",16초 전,지역정보 없음
2025-01-03 00:59:39,(마지막1장)초특가할인+무료배송!!리얼 폭스퍼카라 다운패딩,"130,000",16초 전,지역정보 없음
2025-01-03 00:59:39,피로연 원피스,"70,000",17초 전,경기도 파주시 운정6동
2025-01-03 00:59:39,룰루레몬 23인치 레깅스 특별가 재고정리 합니다 ㅠㅠ,"51,000",AD,지역정보 없음
2025-01-03 00:59:40,실버 폭스퍼 자켓,"130,000",17초 전,지역정보 없음
2025-01-03 00:59:40,아메카지 카키 롱스커트,"15,000",18초 전,지역정보 없음
2025-01-03 00:59:40,더미스테리어스호텔 코지 셋트 가디건,"36,000",19초 전,지역정보 없음
