수집된 시간,상품명,가격,시간,지역 정보
2024-11-13 01:10:56,(남여공용)벨벳 보아털 두줄 밴딩팬츠 M-XL,"23,800",AD,지역정보 없음
2024-11-13 01:10:56,[남여공용]보아털 후리스 밴딩 팬츠M-XL,"23,800",AD,지역정보 없음
2024-11-13 01:10:56,쏘울 호주산 삭슨울100 케이블 니트,"45,000",6초 전,인천광역시 연수구 송도2동
2024-11-13 01:10:56,카비시 크롭후드,"20,000",6초 전,지역정보 없음
2024-11-13 01:10:56,새상품) 엘보른 울 와이드슬랙스 블랙 여66,"50,000",11초 전,지역정보 없음
2024-11-13 01:10:56,마뗑킴 패딩 조끼 S B0064,"160,000",AD,지역정보 없음
2024-11-13 01:10:56,[ 새상품 ] 23fw 호주산 양가죽 무스탕자켓 블렉 s 55~66,"220,000",AD,지역정보 없음
2024-11-13 01:10:56,에이블리 럽라인 라이더 슬림핏 크롭 무스탕,"79,000",11초 전,지역정보 없음
2024-11-13 01:10:56,급처 플노팔 24신상 베이비핑크 긴팔 탑,"45,000",13초 전,지역정보 없음
2024-11-13 01:10:56,칙스라벨 블랑드문 트위드 반팔 자켓 더로랑 라플라,"120,000",14초 전,지역정보 없음
2024-11-13 01:10:56,꼼데가르송 더블와펜 가디건s 그레이,"240,000",17초 전,지역정보 없음
2024-11-13 01:10:57,폴로 랄프로렌 여성 코튼 화이트 셔츠,"95,000",AD,경기도 부천시 춘의동
2024-11-13 01:10:57,타미힐피거 여성 캐시미어 코트,"60,000",21초 전,지역정보 없음
2024-11-13 01:10:57,SJYP 롱코트,"94,000",24초 전,인천광역시 연수구 송도2동
2024-11-13 01:10:57,모리걸 빈티지 원피스,"12,000",25초 전,지역정보 없음
2024-11-13 01:10:57,준야 와타나베 꼼데가르송 런웨이 컬렉션 1995,"158,000",26초 전,지역정보 없음
2024-11-13 01:10:57,여[2벌가]클래식핏 L(기장추가) 107.5 데님 3벌 판매합니다,"285,000",AD,지역정보 없음
2024-11-13 01:10:57,잼스톤 바이커 생지데님 자켓,"60,000",26초 전,지역정보 없음
2024-11-13 01:10:57,빈티지 미니스커트,"24,000",26초 전,지역정보 없음
2024-11-13 01:10:57,빈티지 미디스커트,"24,000",26초 전,지역정보 없음
2024-11-13 01:10:57,빈티지 미니스커트,"24,000",26초 전,지역정보 없음
