수집된 시간,상품명,가격,시간,지역 정보
2024-11-16 15:53:24,"[L]일본 샤를레 니트 메리야스,새상품","20,000",AD,지역정보 없음
2024-11-16 15:53:24,숲(soup) 블랙 스웨이드 무스탕 66 거의 새상태,"100,000",AD,지역정보 없음
2024-11-16 15:53:24,아우로 컬리 가디건 딥핑크,"45,000",7초 전,지역정보 없음
2024-11-16 15:53:24,라인 어디션 린넨 원피스,"40,000",7초 전,인천광역시 남구 용현2동
2024-11-16 15:53:24,위드아웃썸머 adore 원피스 새상품 (화이트),"88,000",8초 전,부산광역시 연제구 연산제2동
2024-11-16 15:53:24,폴로 랄프로렌 여성 코튼 화이트 셔츠,"95,000",AD,경기도 부천시 춘의동
2024-11-16 15:53:24,야상 폭스 퍼 후드 패딩 라쿤 숏패딩 셔링 사파리,"30,000",AD,지역정보 없음
2024-11-16 15:53:24,정품 토미힐피거 오픈숄더니트 2만5천원에 팝니다.,"25,000",12초 전,서울특별시 동대문구 청량리동
2024-11-16 15:53:24,라티젠 WRAP SET (GRAY),"80,000",15초 전,지역정보 없음
2024-11-16 15:53:24,lee 후드티,"20,000",15초 전,지역정보 없음
2024-11-16 15:53:24,맥케이지 숏패딩 38사이즈,"400,000",16초 전,지역정보 없음
2024-11-16 15:53:24,[ 새상품 ] 23fw 호주산 양가죽 무스탕자켓 블렉 s 55~66,"218,000",AD,지역정보 없음
2024-11-16 15:53:24,vintage pattern one-piece,"39,000",16초 전,지역정보 없음
2024-11-16 15:53:24,에이블리 바시티 야구 점퍼 투웨이,"35,000",18초 전,지역정보 없음
2024-11-16 15:53:24,여성 카키 보세 자켓,"8,000",20초 전,지역정보 없음
2024-11-16 15:53:24,보헤미안서울 레더 봄버 점퍼 1사이즈,"196,000",20초 전,서울특별시 마포구 서교동
2024-11-16 15:53:24,마뗑킴 패딩 조끼 S B0064,"160,000",AD,지역정보 없음
2024-11-16 15:53:24,nii 다운자켓 숏패딩,"26,000",20초 전,서울특별시 마포구 서교동
2024-11-16 15:53:24,엘무드 켄달 크롭 다운 푸퍼 실버그레이,"196,000",20초 전,서울특별시 마포구 서교동
2024-11-16 15:53:24,더오픈프로덕트(현 openyy) 레이스업셔츠,"79,000",20초 전,서울특별시 마포구 서교동
2024-11-16 15:53:24,마뗑킴 타이다이 팬츠 s,"31,000",20초 전,서울특별시 마포구 서교동
2024-11-16 15:53:24,여[2벌가]클래식핏 L(기장추가) 107.5 데님 2벌 판매합니다,"180,000",AD,지역정보 없음
2024-11-16 15:53:24,vintage stripe detail t-shirts,"39,000",22초 전,지역정보 없음
2024-11-16 15:53:24,빈티지 브라운 플라워 원피스,"16,000",24초 전,지역정보 없음
2024-11-16 15:53:24,[정품] 스테파니 55사이즈 코트 8만원에 팝니다.,"80,000",26초 전,서울특별시 동대문구 청량리동
2024-11-16 15:53:24,리든어스 레브 리본 레이스 자개 블라우스 (택배비포함),"25,000",28초 전,지역정보 없음
2024-11-16 15:53:25,정품 폴로 랄프 로렌 걸즈 미니 케이블 코튼 가디건 (차일드),"89,000",AD,경기도 부천시 춘의동
2024-11-16 15:53:25,리트리버클럽 nascar jacket (택배비포함),"83,000",28초 전,지역정보 없음
2024-11-16 15:53:25,퍼빗 쥴리아 여리핏 워머 랩 레이어드티 (택배비포함),"27,000",28초 전,지역정보 없음
2024-11-16 15:53:25,슬로우앤드 벌스데이 언발리본 오프숄더니트 (택배비포함),"28,000",28초 전,지역정보 없음
2024-11-16 15:53:25,슬로우앤드 밤부소프트 골지가디건 (택배비포함),"13,000",28초 전,지역정보 없음
2024-11-16 15:53:25,언더비 케니스 플리츠 스커트 하객룩 네이비 남색,"30,000",28초 전,지역정보 없음
2024-11-16 15:53:25,Fluffyhaus 플러피하우스 반팔 버니 티셔츠 쇼트버전,"36,000",28초 전,지역정보 없음
2024-11-16 15:53:25,로즐리 제니 플리츠 미니스커트 차콜 s,"8,000",28초 전,지역정보 없음
